rowLabel	avP	dP	avI	dI	f1	dF1	f2	dF2	h
?	-1	-20	21.631974556558646	835.0469507307283	725.3527695476284	14869.669925068085	1596.6452215732174	30053.20414388574	-1
?	-1	3083.3621631420024	41.75234753653642	1041.2115225110472	743.4834962534043	-2087.568184264908	1502.660207194287	-399.8778086791799	-1
?	153.16810815710014	3020.2182265602573	73.692550682111	577.4537559261178	620.974360334383	-6530.526506437144	1576.6513311392584	1491.666985064357	5.8597044978626975
?	150.01091132801292	-270.13005344922027	70.62503533284232	-300.01477071432356	416.95717093154695	426.88510048191813	1577.243556447505	1329.685886264347	13.373960383447287
?	139.66160548463913	-3020.218226560259	58.69181214639483	-267.89855774760576	642.318615358479	8959.246311305478	1643.1356254524758	3232.379907012688	-1
?	-1	448.3738982837765	57.23010744546203	4.976869155013476	864.9194864968208	-2403.0410293037635	1738.8625517981393	3254.105108687564	-1
?	162.08030039882794	2863.1164160594944	58.940655604145505	353.6594820738045	522.1665638932908	-10342.218888013229	1805.840880886854	-7038.024680202795	3.396120084904713
?	142.1558208029747	-821.1140115376962	74.91308154915225	201.38605264197258	347.8085420961595	-2525.319259246721	1386.9613177879996	-9013.857183166085	12.552285046983862
?	121.02459982194314	-418.74548093498885	69.00995823624413	-41.71221894145504	395.9006009309548	1845.5312566995797	1355.1480217285498	3144.1106107923324	8.073020164655263
?	121.21854675622525	-90.71743209001228	72.8274706020795	60.28305538644419	440.08510493113846	-129.08207166656896	1544.1668483276162	740.5051365961073	14.350345767045479
?	116.48872821744253	177.43259468607175	72.02411100556634	-69.2115907620427	389.44649734762635	-3324.7500617599617	1392.1732785583552	-9087.842743200778	11.45798409548571
?	130.09017649052885	623.4921910190005	69.36689106397736	25.500449675371307	273.84760184314024	245.95627090230528	1089.774711167577	-8373.688586883422	16.90925705127862
?	147.66333776839258	296.32629494237136	73.2991334893349	106.29150012193027	401.7443108927416	5074.240966192602	973.4888492141837	-1328.9316644484632	14.423862555089993
?	144.90649123764743	-434.6766309156165	74.68146607007388	-33.99566204092193	527.5596501527706	3715.590283925266	1023.3281279451537	4950.94278496247	12.829457166397408
?	125.92950622261174	-704.5521750238052	71.59935038728881	-192.59146434013712	587.5238250890051	-283.0427626436492	1221.0359884623074	8458.917985735248	9.18954137626388
?	109.67888248645714	-2538.5901244522324	65.05189285306702	-218.33415975847112	513.4075120205881	2269.36735841636	1446.2740272319165	8558.361021318066	6.675399000527612
?	-1	-2213.577649729141	60.68264239936524	49.197612445823	700.9921930098232	15318.882710179194	1648.954039528211	4969.262415012167	-1
?	-1	0	67.51177347535817	171.0261014249295	1279.3516475295485	10430.064936248207	1694.7371479825251	3858.502927365572	-2.1214052514826376
?	-1	2944.6104642347286	69.23394747061172	69.410380465824	1222.495439822234	-6463.441727416667	1841.8791858964898	2790.7502934544686	0.687088041159928
?	146.23052321173657	2829.2692186857903	70.98229249864937	123.20516044977228	956.1795611587148	-15150.610266261874	1834.2746626552487	-16143.785732739783	3.137737595187363
?	140.46346093428932	-310.3273859980996	75.39420549310033	55.605856028005526	464.96492650914126	-10417.469052639364	1034.6898992595018	-19294.716655964985	14.69046399812477
?	130.71415391183157	-446.17060086343275	73.76258530004965	-114.69407487761079	435.30610852674613	-1803.4493668317584	869.5388298569985	9613.642598596704	18.45324131475551
?	118.15493089111766	-292.9478624949593	69.65950174921979	-198.6091685953576	374.79245816755326	5392.3991737105735	1515.3720291893374	22915.86397733388	8.624048516444976
?	116.0667607870836	-65.19269851848969	63.83212687028176	0.5261879294138789	704.926067212275	1231.2479303046962	2015.3320287236936	5085.93165711743	4.9555528880473085
?	114.89529596519317	-249.86121339953064	69.68581114569048	111.40239538661352	436.35485468278813	-6730.257798901764	1769.668612045209	-1726.5153482061698	10.88166094283752
